ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
2572,Tobati,tobati,tobati,Indonesia,IDN,tti,Severely endangered
2263,Tobian,tobien,tobiano,Palau,PLW,tox,Critically endangered
1727,Tocho,tocho,tocho,Sudan,SDN,taz,Severely endangered
1575,Toda,toda,toda,India,IND,tcx,Critically endangered
501,Tofa,tofa,tofa,Russian Federation,RUS,kim,Critically endangered
2573,Tofanma,tofanma,tofanma,Indonesia,IDN,tlg,Vulnerable
1738,Togoyo,togoyo,togoyo,Sudan,SDN,tgy,Extinct
1344,Töitschu,töitschu,töitschu,Italy,ITA,"gsw, swg, wae",Severely endangered
713,Tokelauan,tokelau,tokelauano,Tokelau,TKL,tkl,Severely endangered
1863,Tol,tolupan,tol,Honduras,HND,jic,Critically endangered
447,Tolcha,tolcha,tolcha,India,IND,,Extinct
2653,Tolomako,tolomako,tolomako,Vanuatu,VUT,tlm,Definitely endangered
779,Tolowa,tolowa,tolowa,United States of America,USA,tol,Critically endangered
2322,Tomadino,tomadino,tomadino,Indonesia,IDN,tdi,Definitely endangered
2323,Tombelala,tombelala,tombelala,Indonesia,IDN,ttp,Vulnerable
16,Tonjon,tonjon,tonjon,Côte d'Ivoire,CIV,tjn,Extinct
1815,Torá,torá,torá,Brazil,BRA,trz,Extinct
1647,Toram,toram,toram,Chad,TCD,trj,Severely endangered
2619,Toratán,ratahan,ratahan,Indonesia,IDN,rth,Definitely endangered
1026,Torlak,torlak,torlak,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia","ALB, BGR, MKD, ROU, SRB","bos, hrv, srp",Vulnerable
2480,Torwali,torwali,torvalí,Pakistan,PAK,trw,Definitely endangered
448,Toto,toto,toto,India,IND,txo,Critically endangered
2324,Totoli,totoli,tolitoli,Indonesia,IDN,txe,Vulnerable
1462,Totoró,totoró,totoró,Colombia,COL,ttk,Critically endangered
2182,Touggourt Tamazight,touggourt,tougourt,Algeria,DZA,tjo,Severely endangered
1475,Transylvanian Saxon,saxon transylvanien,sajón de Transilvania,Romania,ROU,,Severely endangered
1697,Trio (Brazil),trio (Brésil),trió (Brasil),Brazil,BRA,tri,Vulnerable
315,Trio (Suriname),trio (Suriname),trió (Surinam),Suriname,SUR,tri,Vulnerable
2253,Triw,triw,trii,Lao People's Democratic Republic,LAO,,Definitely endangered
1079,Trukhmen,trukhmen,trukhmenio,"Russian Federation, Turkmenistan","RUS, TKM",,Definitely endangered
660,Trumai,trumai,trumaí,Brazil,BRA,tpy,Critically endangered
1685,Ts'amay,ts'amakko,tsamai,Ethiopia,ETH,tsb,Definitely endangered
1409,Ts'èxa,ts'èxa,ts'èxa,Botswana,BWA,,Definitely endangered
591,Tsafiki,tsa’fiki,tsafiki,Ecuador,ECU,cof,Definitely endangered
1061,Tsakhur,tsakhour,tsajur,"Azerbaijan, Russian Federation","AZE, RUS",tkr,Definitely endangered
417,Tsakonian,tsakonien,tsakoniano,Greece,GRC,tsd,Critically endangered
2400,Tsetsaut,tsetsaut,tsetsaut,Canada,CAN,txc,Extinct
1051,Tsez,tsez,dido,Russian Federation,RUS,ddo,Definitely endangered
1258,Tshangla,tshangla,changla,"Bhutan, China, India","BTN, CHN, IND",tsj,Vulnerable
2390,Tsimshian,tshimsian,chimesiano,Canada,CAN,tsi,Critically endangered
2034,Tsou,tsou,tsou,China,CHN,tsy,Vulnerable
1160,Tsum,tsum,tsum,Nepal,NPL,ttz,Definitely endangered
313,Tuahka,tuahka,tuahka,Nicaragua,NIC,,Severely endangered
707,Tuamotuan,tuamotuan,tuamotuano,French Polynesia (France),PYF,pmt,Severely endangered
865,Tubatulabal,tubatulabal,tubatulabal,United States of America,USA,tub,Critically endangered
1852,Tucano (Brazil),tucano (Brésil),tucano (Brasil),Brazil,BRA,tuo,Vulnerable
2009,Tucano (Colombia),tucano (Colombie),tucano (Colombia),Colombia,COL,tuo,Vulnerable
819,Tule-Kaweah Yokuts,yokuts de Tule-Kaweah,yokuts de Tule-Kaweah,United States of America,USA,yok,Critically endangered
1728,Tulishi,tulishi,tulishi,Sudan,SDN,tey,Severely endangered
1585,Tulu,tulu,tulú,India,IND,tcy,Vulnerable
2258,Tum,tamang du nord-ouest,tum,Lao People's Democratic Republic,LAO,tmk,Definitely endangered
1729,Tumtum,tumtum,tumtum,Sudan,SDN,tbr,Severely endangered
502,Tundra Enets,enets de la toundra,éncico de la tundra,Russian Federation,RUS,enh,Critically endangered
503,Tundra Nenets,nénètse de la toundra,néncico de la tundra,Russian Federation,RUS,yrk,Definitely endangered
504,Tundra Yukagir,youkaguire de la toundra,yucaguiro de la tundra,Russian Federation,RUS,"omk, xcv, ykg",Critically endangered
316,Tunebo,tunebo,tunebo,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","tnd, tbn, tuf, tnb",Definitely endangered
1534,Tunica,tunica,tunica,United States of America,USA,tun,Extinct
2453,Tunisian Judeo-Arabic (Israel),judeo-arabe tunisien (Israël),judeo-árabe tunecino (Israel),Israel,ISR,ajt,Severely endangered
1292,Tunisian Judeo-Arabic (Tunisia),judéo-arabe tunisien (Tunisie),judeo-árabe tunecino (Túnez),Tunisia,TUN,ajt,Critically endangered
1414,Tuotomb,tuotomb,tuotombo,Cameroon,CMR,ttf,Severely endangered
1625,Tupari,tuparí,tuparí,Brazil,BRA,tpr,Definitely endangered
2129,Turaka,turaka,turaka,Papua New Guinea,PNG,trh,Critically endangered
1216,Turi,turi,turi,India,IND,trd,Definitely endangered
1986,Turoyo,touroyo,turoyo,"Syrian Arab Republic, Turkey","SYR, TUR",tru,Severely endangered
2391,Tuscarora (Canada),tuscarora (Canada),tuscarora (Canadá),Canada,CAN,tus,Critically endangered
279,Tuscarora (United States of America),tuscarora (États-Unis d'Amérique),tuscarora (Estados Unidos),United States of America,USA,tus,Critically endangered
2654,Tutuba,tutuba,tutuba,Vanuatu,VUT,tmi,Definitely endangered
778,Tututni,tututni,tututni,United States of America,USA,tuu,Extinct
714,Tuvaluan,tuvalu,tuvaluano,Tuvalu,TUV,tvl,Definitely endangered
1234,Tuvan,touvain,tuva,"China, Mongolia, Russian Federation","CHN, MNG, RUS",tyv,Vulnerable
19,Tuwuli,bowili,bowiri,Ghana,GHA,bov,Vulnerable
1854,Tuyuca (Brazil),tuyaca (Brésil),tuyuca (Brasil),Brazil,BRA,tue,Vulnerable
2013,Tuyuca (Colombia),tuyuca (Colombie),tuyuca (Colombia),Colombia,COL,tue,Definitely endangered
1359,Tuzantec,tuzantec,tuzanteco,Mexico,MEX,,Critically endangered
794,Twana,twana,tuana,United States of America,USA,twa,Extinct
1831,Tz'utujil,tz’utujil,zutuguilés,Guatemala,GTM,"tzj, tzt",Definitely endangered
2209,U,u,u,China,CHN,uuu,Definitely endangered
1642,Ubi,oubi,ubi,Chad,TCD,ubi,Severely endangered
644,Ubykh (Caucasus),oubykh (Causase),ubijé (Cáucaso),Russian Federation,RUS,uby,Extinct
1062,Ubykh (Turkey),oubykh (Turquie),ubijé  (Turquía),Turkey,TUR,uby,Extinct
505,Udege,udihe,udihe,Russian Federation,RUS,ude,Critically endangered
1063,Udi (Azerbaijan),oudi (Azerbaïdjan),udi (Azerbaiyán),Azerbaijan,AZE,udi,Severely endangered
2192,Udi (Georgia),udi (Géorgie),udi (Rep. de Georgia),Georgia,GEO,udi,Severely endangered
418,Udmurt,oudmourte,votiaco,Russian Federation,RUS,udm,Definitely endangered
2574,Uhunduni,uhunduni,uhunduní,Indonesia,IDN,uhn,Vulnerable
2614,Ujir,ujir,ujir,Indonesia,IDN,udj,Definitely endangered
1662,Ukhwejo,ukhwejo,ukhwejo,Central African Republic,CAF,ukh,Severely endangered
506,Ulcha,ulcha,ulchi,Russian Federation,RUS,ulc,Critically endangered
2349,Ulithian,ulithi,ulitiano,Micronesia (Federated States of),FSM,uli,Severely endangered
1890,Ulwa,ulwa,sumo,Nicaragua,NIC,,Severely endangered
2154,Umbrul,Umbrul,Umbrul,Vanuatu,VUT,,Critically endangered
419,Ume Saami,saami ume,saamí de Ume,Sweden,SWE,sju,Critically endangered
234,Umpila,umpila,umpila,Australia,AUS,ump,Severely endangered
1811,Umutina,umutina,umutina,Brazil,BRA,umo,Extinct
280,Unami,delaware,unamí,United States of America,USA,unm,Extinct
840,Upland Yuman,Upland Yuman,yumano alto,United States of America,USA,yuf,Vulnerable
797,Upper Chehalis,haut-chehalis,chehalí alto,United States of America,USA,cjh,Extinct
776,Upper Kuskokwim,haut-kuskokwim,cuscoquín alto,United States of America,USA,kuu,Critically endangered
2392,Upper Tanana (Canada),haut-tanana (Canada),tanana alto  (Canadá),Canada,CAN,tau,Critically endangered
162,Upper Tanana (United States of America),haut-tanana (États-Unis d'Amérique),tanana alto (Estados Unidos),United States of America,USA,tau,Critically endangered
777,Upper Umpqua,haut-umpqua,umpqua alto,United States of America,USA,,Extinct
2157,Ura,ura,ura,Vanuatu,VUT,,Critically endangered
2287,Urak Lawoi (Malaysia),urak lawoi’ (Malaisie),urak lawoi (Malasia),Malaysia,MYS,urk,Definitely endangered
1009,Urak Lawoi (Thailand),urak lawoi (Thaïlande),urak lawoi (Tailandia),Thailand,THA,urk,Definitely endangered
733,Urarina,urarina,urarina,Peru,PER,ura,Vulnerable
661,Uru,uru,uru,Bolivia (Plurinational State of),BOL,ure,Extinct
1627,Uru-eu-au-au,uru-eu-wau-wau,uru-eu-uau-uau,Brazil,BRA,"urz, adw",Vulnerable
317,Uruak,awaké-uruak,arutaní,Venezuela (Bolivarian Republic of),VEN,atx,Critically endangered
2709,Uruava,uruava,uruava,Papua New Guinea,PNG,urv,Extinct
1336,Urum,urum,urumo,"Georgia, Russian Federation, Ukraine","GEO, RUS, UKR",uum,Definitely endangered
1624,Urupá,urupá,urupá,Brazil,BRA,,Extinct
1836,Ushojo,ushojo,usoyo,Pakistan,PAK,ush,Definitely endangered
2575,Usku,usku,usku,Indonesia,IDN,ulf,Critically endangered
1832,Uspantek,uspantèque,uspanteco,Guatemala,GTM,usp,Vulnerable
2130,Usu,usu,usu,Papua New Guinea,PNG,usu,Severely endangered
864,"Ute (Colorado, Southern Ute)","ute (Colorado, Ute méridional)","uté (Colorado, uté meridional)",United States of America,USA,ute,Severely endangered
1472,"Ute (Colorado, Ute Mountain)","ute (Colorado, Ute des montagnes)","uté (Colorado, uté de montaña)",United States of America,USA,ute,Severely endangered
1471,Ute (Utah),ute (Utah),uté (Utah),United States of America,USA,ute,Severely endangered
2415,Utsat,utsat,utsat,China,CHN,huq,Definitely endangered
728,Vacacocha,auishiri (tekiraka),abishira,Peru,PER,ash,Critically endangered
1797,Vafsi,vafsi,vafsí,Iran (Islamic Republic of),IRN,vaf,Definitely endangered
1029,Valle Nacional Chinantec,chinantèque de Valle Nacional,chinanteco de Valle Nacional,Mexico,MEX,cvn,Definitely endangered
821,Valley Yokuts,yokuts de la vallée,yokuts del valle,United States of America,USA,yok,Severely endangered
2138,Vano,vano,vano,Solomon Islands,SLB,vnk,Critically endangered
1593,Vedda,vedda,veda,Sri Lanka,LKA,ved,Definitely endangered
2131,Vehes,vehes,vehes,Papua New Guinea,PNG,val,Severely endangered
1021,Venetan,vénitien,veneciano,"Croatia, Italy, Slovenia","HRV, ITA, SVN",vec,Vulnerable
856,Ventureño,ventureño,ventureño,United States of America,USA,veo,Extinct
420,Veps,veps,vepsio,Russian Federation,RUS,vep,Severely endangered
2509,Vera'a,vera'a,vatrata,Vanuatu,VUT,vlr,Definitely endangered
120,Vidunda,vidunda,vidunda,United Republic of Tanzania,TZA,vid,Vulnerable
1474,Vilamovian,wilamowicien,vilamoviciano,Poland,POL,wym,Severely endangered
662,Vilela,vilela,vilela,Argentina,ARG,vil,Extinct
2496,Voh-Koné dialects,dialectes de Voh-Koné,dialectos de Voh-Koné,New Caledonia (France),NCL,"bwa, aek, hvk, mrk, mkt",Definitely endangered
421,Vojvodina Rusyn,ruthène de Voïvodine,rutenio de Voivodina,"Croatia, Serbia","HRV, SRB",,Definitely endangered
2507,Volow,volow,volow,Vanuatu,VUT,mlv,Critically endangered
422,Võro-Seto,võro-seto,vorû setu,"Estonia, Russian Federation","EST, RUS",est,Definitely endangered
423,Vote,vote,votiano,Russian Federation,RUS,vot,Critically endangered
50,Vumbu,vumba,vumbu,Gabon,GAB,vum,Definitely endangered
2475,Wa,wa,wa,Myanmar,MMR,,Severely endangered
235,Waanyi,waanji,waanyi,Australia,AUS,gbc,Critically endangered
2710,Wab,wab,wab,Papua New Guinea,PNG,wab,Vulnerable
236,Wagiman,wagiman,wageman,Australia,AUS,waq,Severely endangered
895,Waigali,waigali,vaigalí,Afghanistan,AFG,wbk,Definitely endangered
2587,Waima'a,waima'a,vaimaa,Timor-Leste,TLS,wmh,Definitely endangered
1855,Waimirí-Atroarí,waimirí-atroarí,atroarí,Brazil,BRA,atr,Vulnerable
1699,Waiwai (Brazil),waiwai (Brésil),waiwai (Brasil),Brazil,BRA,waw,Vulnerable
318,Waiwai (Guyana),tunayana (Guyane),waiwai (Guyana),Guyana,GUY,waw,Vulnerable
1989,Waiwai (Suriname),waiwai (Suriname),waiwai (Surinam),Suriname,SUR,waw,Critically endangered
1707,Wajãpi,wayãpi,wayãpi,Brazil,BRA,oym,Vulnerable
244,Wajarri,wadjari,watjari,Australia,AUS,wbv,Severely endangered
1379,Wakhi,wakhi,vakí,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",wbl,Definitely endangered
1730,Wali,wali,wali,Sudan,SDN,wll,Critically endangered
1947,Walloon,wallon,valón,"Belgium, France, Luxembourg","BEL, FRA, LUX",wln,Definitely endangered
237,Walmajarri,walmatjari,walmajarri,Australia,AUS,wmt,Definitely endangered
238,Wambaya,wambaya,huambaya,Australia,AUS,wmb,Critically endangered
1111,Wambule,wambule,wambule,Nepal,NPL,wme,Vulnerable
735,Wampis,huambisa (wampis),huambisa,Peru,PER,hub,Vulnerable
319,Wanai,wanai,mapoyo,Venezuela (Bolivarian Republic of),VEN,mcg,Critically endangered
1856,Wanano / Kotiria (Brazil),wanano / kotirya (Brésil),guanano / kótedia (Brasil),Brazil,BRA,gvc,Vulnerable
2014,Wanano / Kotiria (Colombia),wanano / kotirya (Colombie),guanano / kótedia (Colombia),Colombia,COL,gvc,Definitely endangered
1108,Wancho,wancho,wancho,India,IND,nnp,Vulnerable
239,Wangaaybuwan,Wangaaybuwan,vangaybuván,Australia,AUS,wyb,Critically endangered
2086,Wangkumara,wangkumara,wangkumara,Australia,AUS,nbx,Critically endangered
999,Wanka Quechua,quechua wanka,quechua de Huanca,Peru,PER,"qhu, qhj, qxw, qvw",Severely endangered
2576,Wano,wano,wano,Indonesia,IDN,wno,Definitely endangered
758,Waotededo,huaotededo,huao terero,Ecuador,ECU,auc,Vulnerable
1920,Wapishana (Brazil),wapishana (Brésil),wapishana (Brasil),Brazil,BRA,wap,Definitely endangered
320,Wapishana (Guyana),wapishana (Guyane),wapishana (Guyana),Guyana,GUY,wap,Vulnerable
850,Wappo,wappo,wappo,United States of America,USA,wao,Extinct
1964,Warao,warao,warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",wba,Definitely endangered
2700,Warapu,warapu,varapú,Papua New Guinea,PNG,wra,Severely endangered
241,Wardaman,wardaman,yibwan,Australia,AUS,wrr,Severely endangered
1857,Warekena (Brazil),warekena (Brésil),guarequena (Brasil),Brazil,BRA,gae,Critically endangered
321,Warekena (Venezuela),warekana (République bolivarienne du Venezuela),guarequena (Venezuela),Venezuela (Bolivarian Republic of),VEN,gae,Severely endangered
663,Wari,wari,tubarão/ huarí,Brazil,BRA,pav,Definitely endangered
2577,Wari,wari,wari,Indonesia,IDN,wbe,Definitely endangered
242,Warlpiri,warlpiri,valpiri,Australia,AUS,wbp,Vulnerable
1731,Warnang,warnang,warnango,Sudan,SDN,wrn,Severely endangered
240,Warnman,warnman,wanman,Australia,AUS,wbt,Severely endangered
2325,Waru,waru,waru,Indonesia,IDN,wru,Definitely endangered
243,Warumungu,warumungu,warumungu,Australia,AUS,wrm,Severely endangered
848,Washo,washo,washo,United States of America,USA,was,Severely endangered
1240,Wauja,wauja,wauja,Brazil,BRA,wau,Vulnerable
322,Waunana (Colombia),waunana (Colombie),waumeo (Colombia),Colombia,COL,noa,Vulnerable
1902,Waunana (Panama),waunana (Panama),waumeo (Panamá),Panama,PAN,noa,Severely endangered
1479,Waxiang,waxiang,vasianhuá,China,CHN,wxa,Vulnerable
1700,Wayana (Brazil),wayana (Brésil),wayana (Brasil),Brazil,BRA,way,Vulnerable
304,Wayana (Suriname),oayana (Suriname),wayana (Surinam),Suriname,SUR,way,Vulnerable
425,Welsh,gallois,galés,United Kingdom of Great Britain and Northern Ireland,GBR,cym,Vulnerable
1476,West Flemish,flamand occidental,flamenco occidental,"Belgium, France, Netherlands","BEL, FRA, NLD","vls, zea",Vulnerable
426,West Frisian,frison occidental,frisón occidental,Netherlands,NLD,fry,Vulnerable
687,West Greenlandic,kalaallisut,groenlandés occidental,Greenland (Kingdom of Denmark),GRL,kal,Vulnerable
2393,Western Abenaki (Canada),abénaqui occidental (Canada),abenakí occidental (Canadá),Canada,CAN,abe,Critically endangered
283,Western Abenaki (United States of America),abénaqui occidental (États-Unis d'Amérique),abenakí occidental (Estados Unidos),United States of America,USA,abe,Extinct
785,Western Apache,apache occidental,apache occidental,United States of America,USA,apw,Definitely endangered
7,Western Armenian (Middle East),arménien occidental (Moyen-Orient),armenio occidental (Oriente Medio),"Iraq, Lebanon, Syrian Arab Republic","IRQ, LBN, SYR",hye,Definitely endangered
1494,Western Armenian (Turkey),arménien occidental (Turquie),armenio occidental (Turquía),Turkey,TUR,hye,Definitely endangered
2225,Western Cham,cham de l'ouest,chamo occidental,Cambodia,KHM,cja,Vulnerable
1263,Western Chocho,chocho occidental,chochoteco occidental,Mexico,MEX,,Severely endangered
722,Western Mansi,mansi occidental,mansi occidental,Russian Federation,RUS,mns,Extinct
427,Western Mari,mari occidental,marí occidental,Russian Federation,RUS,mrj,Severely endangered
941,Western Mazahua,mazahua occidental,mazahua occidental,Mexico,MEX,,Definitely endangered
1281,Western Mazatec,mazatèque occidental,mazateco del oeste,Mexico,MEX,,Vulnerable
2394,Western Montagnais,montagnais de l'ouest,montañés occidental,Canada,CAN,moe,Vulnerable
1499,Western Náhuatl,náhuatl occidental,nahua de occidente,Mexico,MEX,,Severely endangered
2090,Western Neo-Aramaic,araméen occidental,neo-arameo sirio,Syrian Arab Republic,SYR,amw,Definitely endangered
931,Western Otomí,otomí occidental,otomí occidental,Mexico,MEX,,Severely endangered
1267,Western Popoloc,popoloc occidental,popoloca occidental,Mexico,MEX,pow,Severely endangered
1485,Western Tarahumara,tarahumara occidental,tarahumara occidental,Mexico,MEX,,Vulnerable
982,Western Tlapanec,tlapanèque occidental,tlapaneco occidental,Mexico,MEX,,Vulnerable
906,Western Zoque,zoque occidental,zoqué occidental,Mexico,MEX,,Vulnerable
2420,White Gelao (China),gelao blanc (China),gelao blanco (China),China,CHN,giw,Severely endangered
2231,White Gelao (Viet Nam),gelao blanc (Viet Nam),gelao blanco (Vietnam),Viet Nam,VNM,giw,Severely endangered
2093,Wichi,wichi,wichí,"Argentina, Bolivia (Plurinational State of)","ARG, BOL","mzh, wlv, mtp",Vulnerable
893,Wichita,wichita,quivira,United States of America,USA,wic,Critically endangered
215,Wik Mungkan,wik mungkan,wik mungkan,Australia,AUS,wim,Vulnerable
245,Wik Ngathan,wik-ngathana,wik ngathan,Australia,AUS,wig,Definitely endangered
246,Wik Ngencherr,wik-ngenchera,wik ngencherr,Australia,AUS,wua,Severely endangered
889,Winnebago (Nebraska),winnebago (Nebraska),winnebago (Nebraska),United States of America,USA,win,Severely endangered
1550,Winnebago (Wisconsin),winnebago (Wisconsin),winnebago (Wisconsin),United States of America,USA,win,Severely endangered
809,Wintu-Nomlaki,wintu-nomlaki,wintu,United States of America,USA,wit,Critically endangered
247,Wiradjuri,wiradjuri,wiradhuri,Australia,AUS,wrh,Critically endangered
774,Wiyot,wiyot,wiyot,United States of America,USA,wiy,Extinct
2348,Woleaian,woleai,woleayano,Micronesia (Federated States of),FSM,woe,Severely endangered
275,Woods Cree,cree des bois,clisteno del bosque,Canada,CAN,cwd,Vulnerable
2578,Woria,woria,woria,Indonesia,IDN,wor,Critically endangered
248,Worrorra,worrorra,worora,Australia,AUS,unp,Critically endangered
2482,Wotapuri-Katarqalai,wotapuri-katarqalai,votapurí,Afghanistan,AFG,wsv,Definitely endangered
2326,Wotu,wotu,wotu,Indonesia,IDN,wtw,Vulnerable
2402,Wunai Bunu,bunu wunai,bunú wunai,China,CHN,bwn,Definitely endangered
249,Wunambal,wunambal,wunambal,Australia,AUS,wub,Critically endangered
2408,Wuse,wuse,wusehuá,China,CHN,eee,Vulnerable
1426,Wutun,wutun,wutunhua,China,CHN,wuh,Definitely endangered
1881,Xakriabá,xakriabá,sakiriabá,Brazil,BRA,xkr,Extinct
1942,Xambioá,kaparajá,chamboa,Brazil,BRA,kpj,Critically endangered
2500,Xaragure,xârâgurè,xaragure,New Caledonia (France),NCL,axx,Vulnerable
1816,Xavante,xavante,xavanté,Brazil,BRA,xav,Vulnerable
1870,Xerente,xerente,xerénte,Brazil,BRA,xer,Severely endangered
664,Xetá,xetá,xetá,Brazil,BRA,xet,Critically endangered
1833,Xinka,xinka,xinka,Guatemala,GTM,,Critically endangered
1704,Xipáya,xipaya,xipaya,Brazil,BRA,xiy,Critically endangered
1442,Xiri,xiri,ziri,South Africa,ZAF,xii,Critically endangered
1874,Xokleng,xokleng,xokleng,Brazil,BRA,xok,Critically endangered
